basin,area_km2,Temperate-or-sub-polar-needleleaf-forest,Sub-polar-taiga-needleleaf-forest,Tropical-or-sub-tropical-broadleaf-evergreen-forest,Tropical-or-sub-tropical-broadleaf-deciduous-forest,Temperate-or-sub-polar-broadleaf-deciduous-forest,Mixed-Forest,Tropical-or-sub-tropical-shrubland,Temperate-or-sub-polar-shrubland,Tropical-or-sub-tropical-grassland,Temperate-or-sub-polar-grassland,Sub-polar-or-polar-shrubland-lichen-moss,Sub-polar-or-polar-grassland-lichen-moss,Sub-polar-or-polar-barren-lichen-moss,Wetland,Cropland,Barren-Lands,Urban-and-Built-up,Water,Snow-and-Ice,BD,CLAY,GRAV,OC,SAND,SILT,mean_elev,mean_slope,std_elev,std_slope
804127,49.64411902099708,0.04581370061616528,0.0,0.0,0.0,0.3533526640086988,0.3730699528814788,0.0,0.05137731061978978,0.0,0.014642986589343964,0.0,0.0,0.0,0.020260964117433854,0.09963754983689743,0.00014498006524102936,0.023033707865168538,0.01866618339978253,0.0,134.37801204819277,18.95331325301205,9.591867469879517,152.89909638554218,49.95933734939759,30.525602409638555,267.62197014925374,2.3838370730102953,54.88165738489082,2.373846918344045
417538,53.813157695327675,0.015787273183376537,0.0,0.0,0.0,0.20707417008111045,0.17011455807341752,0.0,0.018797558324274606,0.0,0.00021740948239819382,0.0,0.0,0.0,0.039468182958441345,0.4737519859520027,0.010268417091730079,0.05084037126850071,0.013680073584747888,0.0,127.83908045977012,16.100574712643677,0.0,474.7298850574713,46.78879310344828,38.78448275862069,287.7092008840293,1.4132762657411504,14.476354805680067,1.1103781503286685
418570,535.6853121386991,0.0004267602178829333,0.0,0.0,0.0,0.0762002211088373,0.015979985953876293,0.0,0.0017910487884378224,0.0,0.0001730563088265438,0.0,0.0,0.0,0.0006569419102056178,0.8505515959824054,0.0036056197936093497,0.0476173674607095,0.0029974024752092636,0.0,137.85228587962962,31.59837962962963,0.002170138888888889,169.02256944444446,23.63006365740741,46.315682870370374,380.4235368082803,1.1280876859668454,17.02534484710653,0.8824841499452022
418326,335.6635906143567,0.0019012171543954586,0.0,0.0,0.0,0.08007905201933932,0.010651106540562429,0.0,0.004671255688232566,0.0,0.03143309941300926,0.0,0.0,0.0,0.01616704968102993,0.04827053596089231,0.06977922819700792,0.7348995358241334,0.002147919521397408,0.0,137.77657116451016,29.717883548983362,0.09357670979667283,141.6307763401109,26.28234750462107,44.948706099815155,187.1047097156398,1.4913029807875753,41.20415819527941,1.4286984532839127
221592,216796.09701348265,0.5428130648387538,0.003186165124361538,0.0,0.0,0.03628882157725631,0.08691479256879743,0.0,0.0895674780988977,0.0,0.0864594375318319,0.00033822424446331795,0.0008672286661455457,0.0,0.0008181263087570596,0.009984628944573514,0.07286678994978363,0.007201872814059298,0.03982363502617945,0.02286973430613954,138.1531215932761,15.076386354124082,12.397451466647846,177.42547487297787,49.513585224065096,33.534892761198385,1200.2553727267434,8.716375829334917,413.76754786258914,8.720012115413276
223003,1122.9940222292785,0.5812094521761083,0.01106226783302812,0.0,0.0,0.028075223100688836,0.05274112305701039,0.0,0.10295691061145817,0.0,0.1418804172293439,0.00023161598230421836,0.0016245176336700715,0.0,0.002404318155407111,5.049068126354934e-05,0.06409591626561303,0.007095142876606385,0.006265653112990932,0.00030695128450697453,146.60746492985973,14.489165831663327,6.587049098196393,69.6499874749499,49.83986723446894,32.56437875751503,1751.7348515208591,14.421656112242708,252.25501728349232,9.505983845618129
802815,173.43400491751694,0.007659216746493417,0.0,0.0,0.0,0.14972315771448141,0.08762953468701513,0.0,0.0017746965632118893,0.0,0.0013595628642149562,0.0,0.0,0.0,0.0017695073919744278,0.7013424385991314,0.003969715996658174,0.04379660524417645,0.000975564192642793,0.0,134.32291666666666,14.359375,0.875,330.00868055555554,48.42534722222222,36.28819444444444,417.9826442428372,1.465129306376318,26.981452267134006,0.9478122898164936
802647,775.8483667030729,0.011082960962549475,0.0,0.0,0.0,0.14414461442803383,0.09061834430725114,0.0,0.004060117581005146,0.0,0.0010939116796822436,0.0,0.0,0.0,0.005681844546218059,0.5752200583728905,0.021519783212921847,0.13579817271508182,0.01078019219436595,0.0,132.92937399678974,15.368880417335474,0.31801765650080255,364.63804173354737,46.489265650080256,37.9865569823435,369.00990448671644,1.551994298166049,43.279041088346624,1.0781663854861638
202942,688.5634667762187,0.029367324211704057,0.0,0.0,0.0,0.4385688592386559,0.1691039227885626,0.0,0.024348162516273062,0.0,0.025261806793644488,0.0,0.0,0.0,0.023810955366058966,0.08093528941218298,0.0348138988952616,0.037337857549917135,0.13645192322773925,0.0,114.66386925795052,6.260159010600707,0.3120583038869258,800.2946113074205,77.96676236749117,15.558193462897526,180.66916793060324,1.9467488358143104,24.583942966174735,1.5856008494625047
803761,316.3335437118252,7.681409282556372e-05,0.0,0.0,0.0,0.0345919464691122,0.008105309276297447,0.0,0.000714086566637648,0.0,5.405436161798929e-05,0.0,0.0,0.0,0.0004608845569533824,0.9038003061183847,0.0024751207688237203,0.047684481846269396,0.0020369959430779124,0.0,139.83663366336634,35.54653465346534,0.0,162.90965346534654,16.051237623762376,46.98316831683168,357.0115930599369,0.6552157920752931,8.76385246797643,0.5338188205620619
417732,3110.7984534554207,0.31514887451583523,0.0,0.0,0.0,0.2025625580795193,0.2651024109003758,0.0,0.04419887584667354,0.0,0.011076914353033212,0.0,0.0,0.0,0.022631483930995455,0.0,0.01111163187392448,0.0058973495487300905,0.12226990095091289,0.0,143.35809886674483,4.5033216100039075,5.2053048065650644,94.68693825713169,83.78805197342712,11.444289761625635,369.3840892327949,3.045668279549367,59.71068408726312,2.545198525279069
417500,41.07223538561223,0.025066281031573875,0.0,0.0,0.0,0.29303884835338195,0.09921339205504065,0.0,0.004864260829553671,0.0,0.0010517320712548478,0.0,0.0,0.0,0.003374307061942637,0.4630688665395824,0.009356033217204584,0.09123775718135804,0.009728521659107342,0.0,136.27734375,12.83984375,0.021484375,179.775390625,61.6953125,26.23046875,330.298150654037,2.1980062457712553,43.71374222767817,1.371718504365015
417958,701.2171899484373,9.625726100605523e-05,0.0,0.0,0.0,0.05692526072883431,0.036631663248464376,0.0,0.0006712339667488918,0.0,0.00032984154771408257,0.0,0.0,0.0,0.0010652470218003444,0.8409996894099044,0.004335427035712727,0.05702408485013386,0.0019212949296808623,0.0,136.35107334525938,26.38204382826476,0.0,156.4104427549195,34.062611806797854,40.095035778175315,237.2838660988626,0.9528795135021103,16.541119585780763,0.7312094381596633
