basin,area_km2,Temperate-or-sub-polar-needleleaf-forest,Sub-polar-taiga-needleleaf-forest,Tropical-or-sub-tropical-broadleaf-evergreen-forest,Tropical-or-sub-tropical-broadleaf-deciduous-forest,Temperate-or-sub-polar-broadleaf-deciduous-forest,Mixed-Forest,Tropical-or-sub-tropical-shrubland,Temperate-or-sub-polar-shrubland,Tropical-or-sub-tropical-grassland,Temperate-or-sub-polar-grassland,Sub-polar-or-polar-shrubland-lichen-moss,Sub-polar-or-polar-grassland-lichen-moss,Sub-polar-or-polar-barren-lichen-moss,Wetland,Cropland,Barren-Lands,Urban-and-Built-up,Water,Snow-and-Ice,BD,CLAY,GRAV,OC,SAND,SILT,mean_elev,mean_slope,std_elev,std_slope
03282000,6885.188716990301,0.0006815485819044538,0.0,0.0,0.0,0.768423804528625,0.0790427732517671,0.0,0.01012127094301148,0.0,0.04293716851465153,0.0,0.0,0.0,6.705685126908032e-05,0.026814636170831577,0.018531481100229077,0.05118842909849057,0.0021918309592201535,0.0,155.10380682946197,15.043031566408576,38.06521739130435,44.813703593408775,59.35286380782212,24.25225828866389,399.8068363545398,12.506235520912536,100.58400617622598,6.222047172115073
02319394,6088.283559781556,0.0,0.0,0.22633639796153984,0.0058295147437127425,0.0,0.027358584561002874,0.014445843534552976,0.0,0.026423733508911095,0.0,0.0,0.0,0.0,0.23990238168235936,0.37276077007838027,0.00033704307380918097,0.07413572842843023,0.012470002427301435,0.0,160.3787970106075,24.868129218900673,5.756328351012536,78.54441899710704,52.68740959498553,22.155135004821602,75.70709531532053,1.4559219073131637,24.86594012649948,0.8818744977794337
13331450,1606.6513420468368,0.40142428134738156,0.0,0.0,0.0,7.842342037025937e-06,0.0004134034588089387,0.0,0.11433630539424294,0.0,0.25850768073377434,0.0,0.0,0.0,0.00288878270606734,0.12555029433990167,0.07364015189496191,0.017921992223757705,0.00530926555906656,0.0,149.83881578947367,21.04671052631579,15.793233082706767,48.25855263157895,39.061466165413535,36.91654135338346,1539.3896080952059,10.688355059699434,494.08256966712196,9.307931895447254
03408500,991.0866465606389,0.0010424905717261665,0.0,0.0,0.0,0.8042378876307767,0.07940908583202644,0.0,0.019702890187058043,0.0,0.031028623994173676,0.0,0.0,0.0,0.0004894620367250904,0.026270217551799886,0.0014102681688943697,0.034682789552210345,0.0017262844746092703,0.0,154.21019553072625,22.2044343575419,29.92161312849162,56.457227653631286,41.67912011173184,36.184706703910614,575.0698049567385,12.49363589182896,146.22339813243073,6.3592924989596575
07155590,7636.420169869531,0.10119984433585459,0.0,0.0,0.0,0.0011825666528460918,0.00012492731233973062,0.0,0.35142701168918933,0.0,0.488139565964803,0.0,0.0,0.0,0.007847910189990872,0.04023354807474048,6.51743431357274e-05,0.009320638204139243,0.00045881323296091637,0.0,157.99167791273055,20.98229869545659,8.05501574448943,30.046356275303644,45.95152946468736,31.657467386414755,1529.3693404560888,3.16667225550661,306.00283933858816,3.9474431159049854
09034250,2039.6377083067248,0.5954636935305874,0.0,0.0,0.0,0.011063215030651972,0.00027181479175501013,0.0,0.2032464217303571,0.0,0.07253130613626305,0.0,0.0,0.0,0.046519601332421986,0.009256705684150329,0.018561949723971197,0.022569452871242304,0.019477559615029064,0.00103827955357068,151.2794780927835,18.091897551546392,42.17195554123711,64.12057023195877,58.55299613402062,23.164143041237114,2984.1735370219403,12.274285893407047,340.28126593039525,8.03049454294922
07308200,9696.291232166315,0.014704406783122114,0.0,0.0,0.0,0.003425626107752305,0.0018673588586072963,0.0,0.47644494526154674,0.0,0.21995729337852443,0.0,0.0,0.0,0.006530465247846453,0.24546551934583963,0.0034130953668281587,0.01949941082312581,0.00869187882680706,0.0,163.50119091242215,32.333217295712714,4.894430194210334,36.800952729937705,38.962019054598755,28.636515207035544,723.7787590524973,1.5794266885354975,199.51488400165258,1.2788912654307072
03142000,1050.216270739412,0.005829034969925024,0.0,0.0,0.0,0.4898197558181087,0.12784199733142973,0.0,0.003246160609537782,0.0,0.03459629091015042,0.0,0.0,0.0,0.008467611663897262,0.23663893833066105,0.0025211733139546342,0.07309945780205447,0.01793957925028087,0.0,171.11048336472066,32.529504080351536,18.969711236660387,32.03939108600125,22.630257376020086,43.87099811676083,302.6639420934014,5.086820079544899,36.255867752532716,3.294268399029261
01047000,915.5219566667121,0.2424484611838076,0.0,0.0,0.0,0.31964142294417364,0.24233442746718337,0.0,0.046632908754348765,0.0,0.017958344269756586,0.0,0.0,0.0,0.07766089321823792,0.011159575440676417,0.0011059304413989577,0.03048337516208025,0.010574661118336524,0.0,163.5279069767442,14.838704318936877,30.882392026578074,72.34983388704319,57.1234219269103,27.212458471760797,379.0388095222267,5.93081731316154,212.64341747334126,4.976642458499928
14361500,6376.493055957401,0.6079791942837915,0.0,0.0,0.0,0.0026773555760809917,0.017090107291824277,0.0,0.2078510922267062,0.0,0.042646721739071525,0.0,0.0,0.0,0.0050041101056658484,0.06545696132209905,0.003314478411782905,0.04382710682435621,0.004152872218621488,0.0,150.13572635974944,24.93335487719996,28.54571442776176,55.08141095754201,42.168166451228004,32.24980113353883,1014.6374410290084,9.605243994316972,438.7299376720809,6.8925202618571095
