basin,area_km2,Temperate-or-sub-polar-needleleaf-forest,Sub-polar-taiga-needleleaf-forest,Tropical-or-sub-tropical-broadleaf-evergreen-forest,Tropical-or-sub-tropical-broadleaf-deciduous-forest,Temperate-or-sub-polar-broadleaf-deciduous-forest,Mixed-Forest,Tropical-or-sub-tropical-shrubland,Temperate-or-sub-polar-shrubland,Tropical-or-sub-tropical-grassland,Temperate-or-sub-polar-grassland,Sub-polar-or-polar-shrubland-lichen-moss,Sub-polar-or-polar-grassland-lichen-moss,Sub-polar-or-polar-barren-lichen-moss,Wetland,Cropland,Barren-Lands,Urban-and-Built-up,Water,Snow-and-Ice,BD,CLAY,GRAV,OC,SAND,SILT,mean_elev,mean_slope,std_elev,std_slope
01047000,904.9561943501551,0.24171779385161,0.0,0.0,0.0,0.3213140937982037,0.24371083412315675,0.0,0.046178066810608466,0.0,0.017300862556800155,0.0,0.0,0.0,0.07720644177667009,0.011572363572713648,0.001162606825068946,0.030434639915106827,0.009402296770061432,0.0,163.4077882670263,14.837491571139582,30.864632501685772,71.43745785569791,57.128792987188135,27.211395819285233,378.15337584244725,5.943326418834879,213.8725942669879,4.9704900208989775
10336740,7.941523765707946,0.9028675053836563,0.0,0.0,0.0,0.0,0.0,0.0,0.0929389096679134,0.0,0.0009067210699308625,0.0,0.0,0.0,0.0,0.0,0.0,0.0032868638784993767,0.0,0.0,158.3409090909091,27.045454545454547,4.090909090909091,35.25,19.25,52.95454545454545,2364.9008403361345,10.34647308027043,139.55864493984276,4.568018718614233
12488500,206.11325701973007,0.821640311891519,0.0,0.0,0.0,0.0006155753665074611,0.00031433635736551204,0.0,0.11200415622516961,0.0,0.030612868581207923,0.0,0.0,0.0,0.013616876369764335,0.0020562836710993912,0.009465016982894862,0.00827315829455063,0.001379587346215303,2.182891370593834e-05,147.64152298850576,11.372844827586206,42.15229885057471,233.32974137931035,62.304597701149426,25.264367816091955,1473.1098528069374,18.304627760053098,259.108559389199,8.498714558007611
01073000,32.1145773577984,0.1498781137045028,0.0,0.0,0.0,0.0989660679761271,0.4180559836364146,0.0,0.009386645745187593,0.0,0.01695200201742834,0.0,0.0,0.0,0.13906245621900307,0.042842332371318896,0.017288240073972373,0.09532348903023341,0.012244669225811874,0.0,160.785,10.035,21.58,60.55,63.185,25.945,65.44171060339778,2.2395481594696895,20.96365612372138,1.3142733097153265
09505800,624.7255201786661,0.811388464303362,0.0,0.023378535484865466,0.0,0.0,0.0,0.02325031945959106,0.11744587915135397,3.45751079391651e-05,0.011016493767116478,0.0,0.0,0.0,0.0008182775545602407,0.0,7.203147487326062e-06,0.012660252023724287,0.0,0.0,165.13954802259886,31.63276836158192,34.7545197740113,32.152542372881356,42.328813559322036,25.683050847457626,2024.787198660588,5.503958894564092,200.4482031705546,6.860729849093344
01586610,72.80919005438234,0.002731835150436352,0.0,0.0,0.0,0.3315780365398403,0.02279413582536033,0.0,0.002410442779796781,0.0,0.001199040767386091,0.0,0.0,0.0,0.014672797844198868,0.5047838018245198,0.0,0.11982990926846152,0.0,0.0,146.1418918918919,18.54054054054054,23.85810810810811,18.736486486486488,34.979729729729726,45.61486486486486,220.5900864029104,3.4192263203427,22.44200553645371,1.9900428741084466
12020000,296.74797266885236,0.6464260593271727,0.0,0.0,0.0,0.007079361614397633,0.01951296417570157,0.0,0.16476266705474302,0.0,0.08520095078706735,0.0,0.0,0.0,0.012372965630987897,0.025297727327851755,9.39872419898615e-05,0.03898651434669771,0.0002668024933905746,0.0,114.26824457593689,15.142998027613412,21.542899408284022,111.28155818540434,45.333333333333336,37.31015779092702,400.7597228877176,13.286871217809127,176.16244758553358,7.441626520148565
11098000,46.66851441049438,0.010993673815769172,0.0,0.03786066964974541,0.0,0.0,0.0005979015584014813,0.08405338682302115,0.002680913439284061,0.795941984261688,0.04241243635241475,0.0,0.0,0.0,0.0007329115877179448,0.0,0.0017165560870236074,0.023009566424934423,0.0,0.0,153.734375,11.09375,13.9375,21.109375,61.796875,29.25,1091.7711246200608,21.366085738197285,303.57716487323916,7.848610114068294
05489000,974.9492807000096,0.0015886877310105198,0.0,0.0,0.0,0.2994394821671879,0.034761890695330123,0.0,0.0047974492376883626,0.0,0.013565233124462284,0.0,0.0,0.0,0.012290405840019792,0.595586199002293,0.000588026777834806,0.03545330679674028,0.00192931862743288,0.0,176.3405315614618,33.83654485049834,3.568936877076412,38.01810631229236,22.290697674418606,44.046677740863785,275.089475923882,2.546642566069371,22.36422765168617,1.5524128454358268
05056000,5648.1961252756455,0.00019169145801829594,0.0,0.0,0.0,0.004523790933615479,5.736402733714592e-06,0.0,0.0005674258370766017,0.0,0.09874101894447003,0.0,0.0,0.0,0.06970000207147876,0.7299881607021357,0.00014436613546515056,0.031651080116831404,0.06448672739817486,0.0,156.873273657289,18.002762148337595,6.8158567774936065,62.629514066496164,47.97874680306905,34.02815856777494,493.09134319996645,0.9848559532585655,40.7215546224259,0.8792692951996628
